puisi,title,author,puisi_with_header
"Tak akan kudapati dirinya dinyataku, 
 Karena ia hanyalah kekasih fatamorgana, 
 Yang tak akan pernah bisa kuraih , 
 Menyentuhnya saja diriku takkan sanggup, 
 Apalagi mewujudkannya menjadi kenyataan, 
 Ia selalu menemaniku dimana diriku berada, 
 Karena , dirimu adalah kekasih fatamorgana, 
 Hanya bisa memandangmu dalam bayang-bayang ketidakjelasan, 
 Mungkin , ini lebih indah dari yang kukira, 
 Karena , diriku bisa membawamu, 
 Disetiap langkah kakiku, 
 Dan menepatkanmu dalam setiap sajak-sajakku, 
 Dimana tinta akan kugerakan , 
 Menjadi susunan bait-bait puisiku, 
 Teruntuk dirimu, 
 Kekasih fatamorgana 
  
 ",KEKASIH FATAMORGANA,Oleh Nova Istighfaroh Nisywa,"KEKASIH FATAMORGANA 
 Oleh Nova Istighfaroh Nisywa 
  
 Tak akan kudapati dirinya dinyataku, 
 Karena ia hanyalah kekasih fatamorgana, 
 Yang tak akan pernah bisa kuraih , 
 Menyentuhnya saja diriku takkan sanggup, 
 Apalagi mewujudkannya menjadi kenyataan, 
 Ia selalu menemaniku dimana diriku berada, 
 Karena , dirimu adalah kekasih fatamorgana, 
 Hanya bisa memandangmu dalam bayang-bayang ketidakjelasan, 
 Mungkin , ini lebih indah dari yang kukira, 
 Karena , diriku bisa membawamu, 
 Disetiap langkah kakiku, 
 Dan menepatkanmu dalam setiap sajak-sajakku, 
 Dimana tinta akan kugerakan , 
 Menjadi susunan bait-bait puisiku, 
 Teruntuk dirimu, 
 Kekasih fatamorgana 
  
 "
"Meski seribu berkilahmelenyapkan bayanganmenelantarkan rasa... 
 semua kembali sia siamerajuk kesendirian, sepi dan merintihmenggauli kesepian dalam malam yang tiada akhir 
 Aku telah lelah menunngumu. 
 menunggu datangnya pagimeresapi hangat pelukan, senyum cerah segelintir mataharikutiadakah kesadaran menyapamu ?menyentuh hasrat yang kau rujukkan dahuludi sini aku masih menunggumuhingga terkapar dalam lamunan sendu 
 Sadarkanlah resahmu.. 
 lihat lagi tangisan jiwamubiasakan menyapakutersenyum dan menyentuhkuakupun bosan selalu bermain dengan awan gelaptiada berakhir, memberikan ruang sang purnama 
 Dalam kesunyian itu harusnya kau resapikau dengar lagi untaian sapaku lewat angin dalam sela nafasmuaku hanya yakin hatimu tiada ingkarhanya keangkuhanmu yang menutup hasratinilah aku..... 
 dalam sepi yang selalu menemanimu 
  
 ",SEPIKU,Oleh Semut Ireng,"SEPIKU 
 Oleh Semut Ireng 
  
 Meski seribu berkilahmelenyapkan bayanganmenelantarkan rasa... 
 semua kembali sia siamerajuk kesendirian, sepi dan merintihmenggauli kesepian dalam malam yang tiada akhir 
 Aku telah lelah menunngumu. 
 menunggu datangnya pagimeresapi hangat pelukan, senyum cerah segelintir mataharikutiadakah kesadaran menyapamu ?menyentuh hasrat yang kau rujukkan dahuludi sini aku masih menunggumuhingga terkapar dalam lamunan sendu 
 Sadarkanlah resahmu.. 
 lihat lagi tangisan jiwamubiasakan menyapakutersenyum dan menyentuhkuakupun bosan selalu bermain dengan awan gelaptiada berakhir, memberikan ruang sang purnama 
 Dalam kesunyian itu harusnya kau resapikau dengar lagi untaian sapaku lewat angin dalam sela nafasmuaku hanya yakin hatimu tiada ingkarhanya keangkuhanmu yang menutup hasratinilah aku..... 
 dalam sepi yang selalu menemanimu 
  
 "
"Indahnya janji yang pernah terikrar 
 Manisnya cinta yang pernah tercipta 
 Bagaikan mimpi yang tak pernah berakhir 
 Sejak kau gantung cinta ini 
  
 Meski bibir tak mampu berucap 
 Meski mulut tak mampu berkata 
 Namun bulan dan bintang telah pahami 
 Betapa tulus cinta ini untukmu 
  
 Jika rindu ini menjenuh kanmu 
 Jika sayang ini menyakit kanmu 
 Jika cinta ini membuatmu menjauh 
 Aku rela engkau membenci cintaku 
  
 Bukannya hati ini tak sakit 
 Bukannya hati ini tak hancur 
 Bukannya hati ini tak perih 
 Hanya kepasrahan yang mengiringi 
  
 Terimakasih cintaku 
 Untuk kenangan yang pernah kau beri 
 Satu ikrar untukmu 
 Tak akan kumencari pengganti 
  
 ",,,"Indahnya janji yang pernah terikrar 
 Manisnya cinta yang pernah tercipta 
 Bagaikan mimpi yang tak pernah berakhir 
 Sejak kau gantung cinta ini 
  
 Meski bibir tak mampu berucap 
 Meski mulut tak mampu berkata 
 Namun bulan dan bintang telah pahami 
 Betapa tulus cinta ini untukmu 
  
 Jika rindu ini menjenuh kanmu 
 Jika sayang ini menyakit kanmu 
 Jika cinta ini membuatmu menjauh 
 Aku rela engkau membenci cintaku 
  
 Bukannya hati ini tak sakit 
 Bukannya hati ini tak hancur 
 Bukannya hati ini tak perih 
 Hanya kepasrahan yang mengiringi 
  
 Terimakasih cintaku 
 Untuk kenangan yang pernah kau beri 
 Satu ikrar untukmu 
 Tak akan kumencari pengganti 
  
 "
"Rasa yg berakar tunggang 
 Merayap masuk kedalam sandubari 
 Jauh kedalam relung hati yang pengecut 
 Bukan pohon beringin memberi sejuk 
 Seolah rasa tak berpembela 
 Jua tak bertuan 
 Matahari terus tak betabrakan terhadap bulan 
 Saling teguh terhadap orbit yg tetap 
 Entah sedalam apa 
 Entah juga sampai bila 
 Aku tak yakin waktu kan menjawab 
 Apa lah lagi semesta 
 Yang tahu hanyalah air mata 
 Sebanyak apa ia telah jatuh 
 Mengalir ke pipi yg tak lagi halus ini 
  
 Mengapa bisa segila ini 
 Apakah memang telah hilang kaidah pikir 
 Hingga tak tahan menahan sakit sekejap 
 Lalu rela menahan sakit yang panjang antaranya 
  
 oh bunga dalam tatap kosongku 
 Pahanira tlah berjaya pecah jiwaku 
 Jadi dua keping jiwa 
 Jiwaku yg palsu tlah nyaman menjalani lakon 
 Seolah aku pada mu 
 Jiwa nyataku pun ku benci 
 Karena tak bisa memelukmu dalam nyata 
 Ya benar 
 Aku tlah gila 
 Hingga tak tahu mana jiwaku lagi 
  
 Lagi-lagi jatuh air mata itu 
 Hingga kini kering sudah 
 Yang ada tinggal hati yang tandus 
 Setandus padang sahara 
 Namun hati lebih luas lagi 
  
 Persetan dengan lisan 
 Tak satu titik goresan tinta pun terucap 
 Hanya tangan lemah ini 
 Ya hanya tangan lemah ini ingen terus menarikan pena 
 Seriring dengan luapan rasa yang tiada akhir 
 Ingin aku menulis sebanyak ku mampu 
 Hingga aku lupa bahwa lisan punya hak bicara 
 Hingga aku lupa bahwa semua rasa berhak untuk di ungkap 
 Bukan disembah seperti tuhan sahaja 
  
 Oh semesta 
 Kenapa ada langit ada bumi 
 Hingga mustahil ku gapai rasanya rasa ini. 
  
 ",BERTUHAN RASA,Oleh Muslim,"BERTUHAN RASA 
 Oleh Muslim 
  
 Rasa yg berakar tunggang 
 Merayap masuk kedalam sandubari 
 Jauh kedalam relung hati yang pengecut 
 Bukan pohon beringin memberi sejuk 
 Seolah rasa tak berpembela 
 Jua tak bertuan 
 Matahari terus tak betabrakan terhadap bulan 
 Saling teguh terhadap orbit yg tetap 
 Entah sedalam apa 
 Entah juga sampai bila 
 Aku tak yakin waktu kan menjawab 
 Apa lah lagi semesta 
 Yang tahu hanyalah air mata 
 Sebanyak apa ia telah jatuh 
 Mengalir ke pipi yg tak lagi halus ini 
  
 Mengapa bisa segila ini 
 Apakah memang telah hilang kaidah pikir 
 Hingga tak tahan menahan sakit sekejap 
 Lalu rela menahan sakit yang panjang antaranya 
  
 oh bunga dalam tatap kosongku 
 Pahanira tlah berjaya pecah jiwaku 
 Jadi dua keping jiwa 
 Jiwaku yg palsu tlah nyaman menjalani lakon 
 Seolah aku pada mu 
 Jiwa nyataku pun ku benci 
 Karena tak bisa memelukmu dalam nyata 
 Ya benar 
 Aku tlah gila 
 Hingga tak tahu mana jiwaku lagi 
  
 Lagi-lagi jatuh air mata itu 
 Hingga kini kering sudah 
 Yang ada tinggal hati yang tandus 
 Setandus padang sahara 
 Namun hati lebih luas lagi 
  
 Persetan dengan lisan 
 Tak satu titik goresan tinta pun terucap 
 Hanya tangan lemah ini 
 Ya hanya tangan lemah ini ingen terus menarikan pena 
 Seriring dengan luapan rasa yang tiada akhir 
 Ingin aku menulis sebanyak ku mampu 
 Hingga aku lupa bahwa lisan punya hak bicara 
 Hingga aku lupa bahwa semua rasa berhak untuk di ungkap 
 Bukan disembah seperti tuhan sahaja 
  
 Oh semesta 
 Kenapa ada langit ada bumi 
 Hingga mustahil ku gapai rasanya rasa ini. 
  
 "
"Sesak luka yang ku derita 
 Menangis dalam duka & lara 
 Saat hati tak kuasa 
 Menahan Derita yang tiada terkira 
 Hampir ku merasa putus asa 
 Kehilangan suka dan canda tawa 
 Ku berharap sebuah kebahagiaan 
 Yang dapat ku ukir sebagai kenangan 
 Tangisku tak dapat ku bendung 
 Walau langit tak lagi mendung 
 Disini aku menunggu ujung 
 Dihati ingin merintis senandung 
 Harapan ini telah pupus 
 Dalam jiwaku terus merasa tandus 
 Tak ada kasih sayang yang indah dan tulus 
 Dalam kehidupan yang berjalan terus 
 Ku berharap suatu kebahagiaan 
 Dalam seutas kata & senyuman 
 Ku ingin ada harapan dalam angan 
 Yang meyakinkan hidupku akan terus berjalan 
 Ayah. . . 
 Ibu. . 
 Kasihku Hilang, 
 Senyumku Hilang 
 Harapanku Hilang 
 Semenjak engkau menghilang. 
  
 ",DERAI AIR MATA,Oleh Ikke Nur Vita Sari,"DERAI AIR MATA 
 Oleh Ikke Nur Vita Sari 
  
 Sesak luka yang ku derita 
 Menangis dalam duka & lara 
 Saat hati tak kuasa 
 Menahan Derita yang tiada terkira 
 Hampir ku merasa putus asa 
 Kehilangan suka dan canda tawa 
 Ku berharap sebuah kebahagiaan 
 Yang dapat ku ukir sebagai kenangan 
 Tangisku tak dapat ku bendung 
 Walau langit tak lagi mendung 
 Disini aku menunggu ujung 
 Dihati ingin merintis senandung 
 Harapan ini telah pupus 
 Dalam jiwaku terus merasa tandus 
 Tak ada kasih sayang yang indah dan tulus 
 Dalam kehidupan yang berjalan terus 
 Ku berharap suatu kebahagiaan 
 Dalam seutas kata & senyuman 
 Ku ingin ada harapan dalam angan 
 Yang meyakinkan hidupku akan terus berjalan 
 Ayah. . . 
 Ibu. . 
 Kasihku Hilang, 
 Senyumku Hilang 
 Harapanku Hilang 
 Semenjak engkau menghilang. 
  
 "
"Cahaya selalu datang untuk di sambut. 
 Tapi mengapa kau tak mau menyambutku? 
 Apakah kau tidak membutuhkanku, Untuk menerangimu? 
 Kuharap kau sadar. 
 Akan pentingnya sebekas cahaya untukmu. 
 Yang akan membawamu, 
 Sama dengan yang lain. 
 Mengertilah akan arti hadirmu. 
 Jadikanlah Dirimu, sesosok yang membahagiakan. 
  
 ",KESEDERHANAAN SANG BINTANG,Oleh Iyya,"KESEDERHANAAN SANG BINTANG 
 Oleh Iyya 
  
 Cahaya selalu datang untuk di sambut. 
 Tapi mengapa kau tak mau menyambutku? 
 Apakah kau tidak membutuhkanku, Untuk menerangimu? 
 Kuharap kau sadar. 
 Akan pentingnya sebekas cahaya untukmu. 
 Yang akan membawamu, 
 Sama dengan yang lain. 
 Mengertilah akan arti hadirmu. 
 Jadikanlah Dirimu, sesosok yang membahagiakan. 
  
 "
"Kasih... 
 Dengarlah aku 
 Rasa ini selalu memanggil namamu 
 Rindu ini seolah-olah menyiksakuNamun... 
 Lamunanku terus mengelana 
 Mencari tau pasti keberadaanmu dimanaKasih... 
 Dapatkah kita berjumpa 
 Telah lama aku menantimu 
 Rasa rindu ini 
 Terus menyiksa batinkuKasih... 
 Aku rindu akan tawamu 
 Aku rindu akan candamu 
 Aku rindu akan perhatianmu 
 Dan, aku rindu akan kasih sayangmuKasih... 
 Ku mohon kembalilah 
 Datanglah untukku 
 Kehadiranmu sungguh sangat ku nanti 
 Dan kata hati ini 
 Terus menjerit 
 Memanggil namamu. 
  
 ",RINDU,Oleh Robbyah Muhyi Dianty,"RINDU 
 Oleh Robbyah Muhyi Dianty 
  
 Kasih... 
 Dengarlah aku 
 Rasa ini selalu memanggil namamu 
 Rindu ini seolah-olah menyiksakuNamun... 
 Lamunanku terus mengelana 
 Mencari tau pasti keberadaanmu dimanaKasih... 
 Dapatkah kita berjumpa 
 Telah lama aku menantimu 
 Rasa rindu ini 
 Terus menyiksa batinkuKasih... 
 Aku rindu akan tawamu 
 Aku rindu akan candamu 
 Aku rindu akan perhatianmu 
 Dan, aku rindu akan kasih sayangmuKasih... 
 Ku mohon kembalilah 
 Datanglah untukku 
 Kehadiranmu sungguh sangat ku nanti 
 Dan kata hati ini 
 Terus menjerit 
 Memanggil namamu. 
  
 "
"Kegelisahan 
 Oleh Devi Ratnasari 
  
 Tak tahu entah darimana pena ini harus memulainya, 
 Perasaan apa yang kini bersemayam menyelimuti jiwa... 
  
 Tak ada setitikpun ketenangan dalam tiap hembusan nafas 
 Separuh jiwa seakan tak berada di dalam raga 
 Di tengah pancaran senyum sang rembulan 
 Kepedihan terasa semakin bersemayam dalam jiwa. 
  
 Memang benar.... 
 Kilauan bintang tak pernah pergi meninggalkan malam. 
 Namun Hati, hanya diam terbalut oleh luka. 
  
 Jiwa, seakan tak tenang menyaksikan sunyinya hamparan bumi 
 tak ada percikan cahaya dalam tiap hembusan nafas kehidupan. 
  
 Bulan seakan enggap membagikan senyuman, 
 hanya mampu bersembunyi dibalik awan hitam nan pekat 
 bintangpun terasa enggan menampakkan kilaunya. 
  
 Tak ada penghidupan dalam tiap detikan sang waktu. 
  
 senjapun kini seakan enggan bersajak. 
  
 ",,,"Kegelisahan 
 Oleh Devi Ratnasari 
  
 Tak tahu entah darimana pena ini harus memulainya, 
 Perasaan apa yang kini bersemayam menyelimuti jiwa... 
  
 Tak ada setitikpun ketenangan dalam tiap hembusan nafas 
 Separuh jiwa seakan tak berada di dalam raga 
 Di tengah pancaran senyum sang rembulan 
 Kepedihan terasa semakin bersemayam dalam jiwa. 
  
 Memang benar.... 
 Kilauan bintang tak pernah pergi meninggalkan malam. 
 Namun Hati, hanya diam terbalut oleh luka. 
  
 Jiwa, seakan tak tenang menyaksikan sunyinya hamparan bumi 
 tak ada percikan cahaya dalam tiap hembusan nafas kehidupan. 
  
 Bulan seakan enggap membagikan senyuman, 
 hanya mampu bersembunyi dibalik awan hitam nan pekat 
 bintangpun terasa enggan menampakkan kilaunya. 
  
 Tak ada penghidupan dalam tiap detikan sang waktu. 
  
 senjapun kini seakan enggan bersajak. 
  
 "
"Semilir angin menelisik kalbu 
 Membawa kisah yang telah lalu 
 Rindu yang kian merasuk jiwaku 
 Berharap rindu ini hilang ditelan waktu 
  
 Ini bukanlah syair berdiksi 
 Bukan pula puisi yang terangkai rapi 
 Ini hanyalah curhatatn wanita yang terlukai 
 Terluka akan rasa yang membutakan hati 
  
 Ia lelah berlari 
 Ia lelah tuk menggapai mimpi 
 Ia wanita lemah yang slalu di sakiti 
 Sendiri diantara tembok rindu yang terbentur benci 
  
 Ia menangis sendiri 
 Tak ada lagi dia yang slalu menemani 
 Ia rindu akan kisah yang telah terhenti 
 Ia benci pula akan rindu yang kian menyiksa diri 
  
 ",ANTARA RINDU DAN BENCI,Oleh Ririn Wulandari,"ANTARA RINDU DAN BENCI 
 Oleh Ririn Wulandari 
  
 Semilir angin menelisik kalbu 
 Membawa kisah yang telah lalu 
 Rindu yang kian merasuk jiwaku 
 Berharap rindu ini hilang ditelan waktu 
  
 Ini bukanlah syair berdiksi 
 Bukan pula puisi yang terangkai rapi 
 Ini hanyalah curhatatn wanita yang terlukai 
 Terluka akan rasa yang membutakan hati 
  
 Ia lelah berlari 
 Ia lelah tuk menggapai mimpi 
 Ia wanita lemah yang slalu di sakiti 
 Sendiri diantara tembok rindu yang terbentur benci 
  
 Ia menangis sendiri 
 Tak ada lagi dia yang slalu menemani 
 Ia rindu akan kisah yang telah terhenti 
 Ia benci pula akan rindu yang kian menyiksa diri 
  
 "
"Kutulis surat ini 
 Pukul 5 : 45 
 Cepat - cepat aku tulis surat cinta ini 
 Anginpun begitu mendesah 
 Pohon - pohon kelapapun menari - nari disebalik peraduannya, tanpa irama yang jelas 
 Ada apa dengan angin dan pohon? 
 Ah! Mungkin angin itu iri 
 Sebab ia ajak pohon bercumbu, namun ditolaknya 
 Ah! Sudahlah 
 Kutulis surat cinta ini saja 
 Pagi hari telah datang 
 Aku hanya ingin ucapkan selamat pagi sayang 
 Malam telah hilang, langit yang hitampun semakin memudar 
 Selamat pagi sayang! 
 Surat cintaku memang sederhana 
 Karena memang cinta itu sederhana 
 Sesederhana serpihan sajak Sapardi Djoko Damono 
 Aku ingin mencintaimu 
  
 ",AKU INGIN MENCINTAIMU,Oleh Andi Erlangga Rahmat,"AKU INGIN MENCINTAIMU 
 Oleh Andi Erlangga Rahmat 
  
 Kutulis surat ini 
 Pukul 5 : 45 
 Cepat - cepat aku tulis surat cinta ini 
 Anginpun begitu mendesah 
 Pohon - pohon kelapapun menari - nari disebalik peraduannya, tanpa irama yang jelas 
 Ada apa dengan angin dan pohon? 
 Ah! Mungkin angin itu iri 
 Sebab ia ajak pohon bercumbu, namun ditolaknya 
 Ah! Sudahlah 
 Kutulis surat cinta ini saja 
 Pagi hari telah datang 
 Aku hanya ingin ucapkan selamat pagi sayang 
 Malam telah hilang, langit yang hitampun semakin memudar 
 Selamat pagi sayang! 
 Surat cintaku memang sederhana 
 Karena memang cinta itu sederhana 
 Sesederhana serpihan sajak Sapardi Djoko Damono 
 Aku ingin mencintaimu 
  
 "
"Disaat aku termenung sendirian 
 Engkau selalu ada disamping ku 
 Senyummu tenangkan aku 
 Pelukanmu sejukkan dunia ku 
 Hari-hari ku penuh warna 
 Hidupku penuh cinta 
 Kehidupanku lebih bermakna 
 Karena kaulah sahabat sejati kuSahabat.... 
 Jangan pernah letih tuk temani ku 
 Jangan pernah bosan tuk hibur ku 
 Karena aku tak bisa ceria tanpa dirimu 
 Karena kaulah bagian dari hidup ku 
  
 ",SAHABAT SEJATI,Oleh Agustin Arga Putri,"SAHABAT SEJATI 
 Oleh Agustin Arga Putri 
 Disaat aku termenung sendirian 
 Engkau selalu ada disamping ku 
 Senyummu tenangkan aku 
 Pelukanmu sejukkan dunia ku 
 Hari-hari ku penuh warna 
 Hidupku penuh cinta 
 Kehidupanku lebih bermakna 
 Karena kaulah sahabat sejati kuSahabat.... 
 Jangan pernah letih tuk temani ku 
 Jangan pernah bosan tuk hibur ku 
 Karena aku tak bisa ceria tanpa dirimu 
 Karena kaulah bagian dari hidup ku 
  
 "
"Di hitam matamu mendung jiwamu. 
 Segera 'kan merintik air matamu. 
 Basah tangismu di lidah bunga. 
 Bibirmu mencelup di goresan pena. 
  
 Tetumbuhan kekasiih padang, 
 Kekasih gunung, 
 Kekasih bukit. 
 Tapi, kau berkasih sakit. 
  
 Desir berderu angin lalu 
 Masih dalam sedihmu selalu. 
 Temankan itu denganku 
 Saat bersama dirimu. 
  
 ",BERKASIH SAKIT,Oleh Faidul Wizari,"BERKASIH SAKIT 
 Oleh Faidul Wizari 
  
 Di hitam matamu mendung jiwamu. 
 Segera 'kan merintik air matamu. 
 Basah tangismu di lidah bunga. 
 Bibirmu mencelup di goresan pena. 
  
 Tetumbuhan kekasiih padang, 
 Kekasih gunung, 
 Kekasih bukit. 
 Tapi, kau berkasih sakit. 
  
 Desir berderu angin lalu 
 Masih dalam sedihmu selalu. 
 Temankan itu denganku 
 Saat bersama dirimu. 
  
 "
"Bergelantungan pada nasibmereka yang mengalirkan hidup di sanabergantung pada lahan gemburyang menjadi daerah kehidupannyadan itu akan membawanya pada kemakmuran 
 Di saat sawah telah menghamparwereng datang memboyong pergi sebuah harapanpupuk hilang dari pandanganair menghilang di telan bumisemuanya jadi hilang 
 Ada kerinduan pada kemakmurantapi kini harus jadi sebuah harapan penantiandan………. 
 tak terkabulkan 
 Banyak yang mengharapkan datangnya seorang peritapi yang datang seorang raksasi 
 Bila kita lihat bumi pertiwikaya akan segalanyahutan-hutan yang lebatair yang mengalir dengan kesejukanlahan pertanian yang luasitu kenyataan seharusnya di negri ini 
 Namun, kita tak bisa untuk menggunakanhingga banyak yang meranamereka-mereka hidup di jalananpelana-pelana kehidupan yang layak menjauh darinya. 
 Mengapa ini harus terjadi?mengapa 
 mengapa ini terjadi di negeri tercinta kita yang subur dean gembur? 
 Bila mereka berteriak atau menangis, kita bisa apa 
 selain kita ikut-ikutan jadi mereka 
 Padahal tangan kaki kita adalah bekalpadahal kita dan mereka bisa bekerjasamatangan kaki gerakkan untuk kesuburantak usah teori saja yang kita telatarkankita perlu melakukan sebuah aplikasi riil 
 Saat kita lihat mereka menangiskita ikut menangisapa itu yang harus kita lakukan 
 padahal kita insan yang berhatimestinya kita giring mereka untuk membuat negeri ini bahagia 
 Negeri ini adalah tanahadalah tanah yang suburkita injakkita banguni gedung-gedung bertingkattambah pelebaran jalanberapa hektar kita sia-siakan 
 berapa penghasilan yang mungkin kita dapat bila itu kita olah? 
 Pohon-pohon besar kita tebangmereka ikut-ikutan menebanglalu……………………………………………………….. 
 hutan-hutan telah menipisdan air hilanghingga negeri ini kepanasan dan kekeringan 
 Apa kita mesti berdoa saja pada Tuhan agar air tumbuh menjadi aliran yang menyejukkan 
 agar rasa haus terobati 
 mestinya kita harus berpikir ke depanlihat da resapiapa yang akan terjadi nanti? 
 Bila semua beginikesuburan akan kemana perginya 
 mungkinkah beton-beton yang kokoh yang kita pandangi setiap hari bisa kita makan?atau 
 kita akan kenyang lihat kendaraan yang saling menyapa? 
 Mungkin lama-lama kita akan matikalau ini mengakar di negri kita 
 Apa 
 dan apa yang bisa dikata 
 selain kita menunggu kematian datangkarena semua yang kita harapkan telah menjadi duri dalam daging 
  
 ",DURI DI TANAH SUBUR,Oleh I Putu Supartika,"DURI DI TANAH SUBUR 
 Oleh I Putu Supartika 
  
 Bergelantungan pada nasibmereka yang mengalirkan hidup di sanabergantung pada lahan gemburyang menjadi daerah kehidupannyadan itu akan membawanya pada kemakmuran 
 Di saat sawah telah menghamparwereng datang memboyong pergi sebuah harapanpupuk hilang dari pandanganair menghilang di telan bumisemuanya jadi hilang 
 Ada kerinduan pada kemakmurantapi kini harus jadi sebuah harapan penantiandan………. 
 tak terkabulkan 
 Banyak yang mengharapkan datangnya seorang peritapi yang datang seorang raksasi 
 Bila kita lihat bumi pertiwikaya akan segalanyahutan-hutan yang lebatair yang mengalir dengan kesejukanlahan pertanian yang luasitu kenyataan seharusnya di negri ini 
 Namun, kita tak bisa untuk menggunakanhingga banyak yang meranamereka-mereka hidup di jalananpelana-pelana kehidupan yang layak menjauh darinya. 
 Mengapa ini harus terjadi?mengapa 
 mengapa ini terjadi di negeri tercinta kita yang subur dean gembur? 
 Bila mereka berteriak atau menangis, kita bisa apa 
 selain kita ikut-ikutan jadi mereka 
 Padahal tangan kaki kita adalah bekalpadahal kita dan mereka bisa bekerjasamatangan kaki gerakkan untuk kesuburantak usah teori saja yang kita telatarkankita perlu melakukan sebuah aplikasi riil 
 Saat kita lihat mereka menangiskita ikut menangisapa itu yang harus kita lakukan 
 padahal kita insan yang berhatimestinya kita giring mereka untuk membuat negeri ini bahagia 
 Negeri ini adalah tanahadalah tanah yang suburkita injakkita banguni gedung-gedung bertingkattambah pelebaran jalanberapa hektar kita sia-siakan 
 berapa penghasilan yang mungkin kita dapat bila itu kita olah? 
 Pohon-pohon besar kita tebangmereka ikut-ikutan menebanglalu……………………………………………………….. 
 hutan-hutan telah menipisdan air hilanghingga negeri ini kepanasan dan kekeringan 
 Apa kita mesti berdoa saja pada Tuhan agar air tumbuh menjadi aliran yang menyejukkan 
 agar rasa haus terobati 
 mestinya kita harus berpikir ke depanlihat da resapiapa yang akan terjadi nanti? 
 Bila semua beginikesuburan akan kemana perginya 
 mungkinkah beton-beton yang kokoh yang kita pandangi setiap hari bisa kita makan?atau 
 kita akan kenyang lihat kendaraan yang saling menyapa? 
 Mungkin lama-lama kita akan matikalau ini mengakar di negri kita 
 Apa 
 dan apa yang bisa dikata 
 selain kita menunggu kematian datangkarena semua yang kita harapkan telah menjadi duri dalam daging 
  
 "
